  Native SELECT (secs)    External SELECT (secs)    External With HPS SELECT (secs)    External Big Lake SELECT (secs)    External Big Lake With HPS SELECT (secs)    External % Slower    External With HPS % Slower    External Big Lake % Slower    External Big Lake With HPS % Slower
              0.64062                          0                                  0                           0.921697                                    0.922076                 -100                          -100                            44                                     44
              0.646869                         0                                  0                           0.921646                                    0.921286                 -100                          -100                            42                                     42
              0.603808                         0                                  0                           0.922223                                    0.923937                 -100                          -100                            53                                     53
              0.641256                         0                                  0                           0.921696                                    0.921695                 -100                          -100                            44                                     44
              0.638343                         0                                  0                           1.2292                                      1.22865                  -100                          -100                            93                                     92
              0.961583                         0                                  0                           0.922095                                    0.769138                 -100                          -100                            -4                                    -20
              0.489354                         0                                  0                           1.02882                                     0.813916                 -100                          -100                           110                                     66
              0.633745                         0                                  0                           0.921418                                    0.921205                 -100                          -100                            45                                     45
              0.645801                         0                                  0                           0.925341                                    0.918859                 -100                          -100                            43                                     42
              0.633004                         0                                  0                           0.920375                                    0.922003                 -100                          -100                            45                                     46
              0.644453                         0                                  0                           1.23053                                     0.919518                 -100                          -100                            91                                     43
              0.706906                         0                                  0                           0.921379                                    0.797449                 -100                          -100                            30                                     13
              0.446699                         0                                  0                           1.22825                                     0.921479                 -100                          -100                           175                                    106
              0.626888                         0                                  0                           0.922198                                    0.921301                 -100                          -100                            47                                     47
              0.425841                         0                                  0                           1.26964                                     0.90497                  -100                          -100                           198                                    113
              0.732943                         0                                  0                           1.22896                                     0.921481                 -100                          -100                            68                                     26
              0.593389                         0                                  0                           0.921439                                    0.922066                 -100                          -100                            55                                     55
              0.605632                         0                                  0                           0.921259                                    0.92262                  -100                          -100                            52                                     52
              0.589047                         0                                  0                           0.921408                                    0.922076                 -100                          -100                            56                                     57
              0.602479                         0                                  0                           0.920335                                    0.922131                 -100                          -100                            53                                     53
              0.579485                         0                                  0                           0.921773                                    0.927039                 -100                          -100                            59                                     60
              0.622352                         0                                  0                           0.9218                                      0.922469                 -100                          -100                            48                                     48
              0.620029                         0                                  0                           0.921824                                    0.921397                 -100                          -100                            49                                     49
