  Native SELECT (secs)    External SELECT (secs)    External With HPS SELECT (secs)    External Big Lake SELECT (secs)    External Big Lake With HPS SELECT (secs)    External % Slower    External With HPS % Slower    External Big Lake % Slower    External Big Lake With HPS % Slower
              0.722167                  1.24483                             1.84301                           1.22894                                     0.92153                    72                           155                            70                                     28
              0.336092                  1.17193                             1.66205                           1.15986                                     0.92124                   249                           395                           245                                    174
              0.44392                   1.22939                             1.77607                           1.01839                                     0.891896                  177                           300                           129                                    101
              0.458267                  1.2293                              1.6113                            1.46054                                     0.922164                  168                           252                           219                                    101
              0.432081                  1.03212                             1.50792                           1.16572                                     0.774801                  139                           249                           170                                     79
              0.377581                  1.22909                             1.59821                           1.55197                                     0.763184                  226                           323                           311                                    102
              0.360065                  1.09894                             1.56369                           1.20098                                     0.685546                  205                           334                           234                                     90
              0.309909                  1.07507                             1.55493                           1.24196                                     0.803609                  247                           402                           301                                    159
              0.312866                  1.21466                             1.56012                           1.00398                                     0.650077                  288                           399                           221                                    108
              0.612285                  0.942987                            1.67263                           1.07051                                     0.921721                   54                           173                            75                                     51
              0.42634                   1.22898                             1.84321                           1.22909                                     0.92303                   188                           332                           188                                    117
              0.466883                  0.921536                            1.84356                           1.08252                                     0.817218                   97                           295                           132                                     75
              0.335462                  1.25415                             1.84324                           1.4286                                      0.944952                  274                           449                           326                                    182
              0.56144                   1.03159                             1.57002                           1.08479                                     0.921851                   84                           180                            93                                     64
              0.360252                  1.20564                             1.85235                           1.22914                                     0.921645                  235                           414                           241                                    156
              0.460908                  1.12038                             1.90993                           1.27143                                     0.921696                  143                           314                           176                                    100
              0.447034                  1.22849                             1.84331                           1.2286                                      0.920904                  175                           312                           175                                    106
              0.4794                    1.22877                             1.84358                           1.52722                                     0.930403                  156                           285                           219                                     94
              0.392335                  0.931241                            1.62988                           1.43177                                     0.922296                  137                           315                           265                                    135
              0.301523                  1.06899                             1.84186                           1.22942                                     0.668316                  255                           511                           308                                    122
              0.343968                  1.22959                             1.84383                           1.22857                                     0.921363                  257                           436                           257                                    168
              0.4521                    0.949559                            1.81493                           1.22913                                     0.921713                  110                           301                           172                                    104
              0.301772                  1.38945                             1.70434                           1.59258                                     1.31201                   360                           465                           428                                    335
              0.386514                  1.22827                             1.84395                           1.22834                                     0.92183                   218                           377                           218                                    138
              0.436249                  0.922706                            1.63701                           1.17585                                     0.872556                  112                           275                           170                                    100
              0.438502                  1.09799                             1.66712                           1.22846                                     0.922095                  150                           280                           180                                    110
              0.444938                  0.980624                            1.78889                           1.2243                                      0.785873                  120                           302                           175                                     77
              0.458173                  0.927721                            1.75409                           1.31141                                     0.922098                  102                           283                           186                                    101
              0.45347                   0.921812                            1.84348                           1.1931                                      0.956682                  103                           307                           163                                    111
              0.517721                  1.22905                             1.84352                           1.22872                                     0.921417                  137                           256                           137                                     78
              0.44845                   1.22944                             1.84309                           1.22895                                     0.921406                  174                           311                           174                                    105
              0.449914                  0.874228                            1.88892                           1.23045                                     0.922118                   94                           320                           173                                    105
              0.32855                   1.53147                             1.84227                           1.03342                                     0.64919                   366                           461                           215                                     98
              0.333097                  1.22915                             1.73085                           1.34105                                     0.921585                  269                           420                           303                                    177
              0.423504                  1.22901                             1.8432                            1.22883                                     0.921525                  190                           335                           190                                    118
              0.438014                  1.19118                             1.72317                           1.07943                                     0.66927                   172                           293                           146                                     53
              0.311905                  0.907417                            1.61056                           1.01193                                     0.661768                  191                           416                           224                                    112
              0.317791                  1.22924                             1.84346                           1.22855                                     0.921771                  287                           480                           287                                    190
              0.39529                   1.02391                             1.8432                            1.22888                                     0.921733                  159                           366                           211                                    133
              0.420612                  1.22889                             1.53608                           1.22902                                     0.755651                  192                           265                           192                                     80
              0.6148                    1.2288                              1.64864                           1.42337                                     1.22885                   100                           168                           132                                    100
              0.441946                  1.02794                             1.59293                           1.06545                                     0.662322                  133                           260                           141                                     50
              0.609937                  1.22891                             1.84317                           1.22883                                     0.921572                  101                           202                           101                                     51
              0.442418                  1.22885                             1.73516                           1.04526                                     0.91062                   178                           292                           136                                    106
              0.674293                  1.22289                             1.84353                           1.2287                                      0.921806                   81                           173                            82                                     37
              0.404457                  0.921622                            1.57885                           1.24583                                     0.861534                  128                           290                           208                                    113
              0.384872                  0.922012                            1.84359                           1.22919                                     0.921288                  140                           379                           219                                    139
              0.42861                   0.92132                             1.84335                           1.22898                                     0.921475                  115                           330                           187                                    115
              0.453385                  1.22925                             2.01533                           1.05652                                     0.921704                  171                           345                           133                                    103
              0.452023                  0.943826                            1.82077                           1.22975                                     0.922967                  109                           303                           172                                    104
              0.332826                  1.28579                             1.6837                            1.16617                                     0.66772                   286                           406                           250                                    101
              0.365915                  1.18695                             1.84267                           1.22927                                     0.65611                   224                           404                           236                                     79
              0.37095                   0.922137                            1.84257                           1.25779                                     0.893379                  149                           397                           239                                    141
              0.448742                  1.22913                             1.53582                           1.01492                                     0.830529                  174                           242                           126                                     85
              0.419197                  1.22916                             1.84326                           1.22885                                     0.921633                  193                           340                           193                                    120
              0.450178                  0.946668                            1.87591                           1.41829                                     0.832326                  110                           317                           215                                     85
              0.616962                  1.53577                             1.84312                           1.2299                                      0.920587                  149                           199                            99                                     49
              0.353507                  0.921853                            1.84401                           0.992446                                    0.85029                   161                           422                           181                                    141
              0.372922                  1.22947                             1.84296                           1.22864                                     0.922232                  230                           394                           229                                    147
              0.421477                  1.22898                             1.5759                            1.17323                                     0.83178                   192                           274                           178                                     97
              0.543665                  0.921777                            1.84316                           1.0447                                      0.798797                   70                           239                            92                                     47
              0.444012                  0.92133                             1.84464                           1.22908                                     0.736712                  108                           315                           177                                     66
              0.610429                  1.04233                             1.65098                           1.30048                                     0.921916                   71                           170                           113                                     51
              0.31886                   0.898712                            1.92811                           1.22873                                     0.921993                  182                           505                           285                                    189
              0.440412                  1.22922                             1.53608                           1.22889                                     0.697189                  179                           249                           179                                     58
              0.331368                  1.22883                             1.84301                           1.22936                                     0.711095                  271                           456                           271                                    115
              0.352329                  1.84351                             1.7715                            1.30057                                     0.921553                  423                           403                           269                                    162
              0.456684                  0.922214                            1.5175                            1.2468                                      0.922233                  102                           232                           173                                    102
              0.376563                  1.22936                             1.53571                           1.22927                                     0.921502                  226                           308                           226                                    145
              0.394531                  1.22864                             1.84333                           1.22832                                     0.922343                  211                           367                           211                                    134
              0.553348                  1.22908                             1.8432                            1.39985                                     0.708648                  122                           233                           153                                     28
              0.336399                  1.1608                              1.85183                           1.23079                                     0.919003                  245                           450                           266                                    173
              0.39662                   1.19225                             1.77876                           1.10099                                     0.668003                  201                           348                           178                                     68
              0.567134                  0.921825                            1.84316                           1.22905                                     0.921573                   63                           225                           117                                     62
              0.459285                  1.22513                             1.84325                           1.22916                                     0.921439                  167                           301                           168                                    101
              0.422802                  1.11069                             1.53087                           1.11288                                     0.692886                  163                           262                           163                                     64
              0.479128                  0.933911                            1.6052                            1.22357                                     0.922667                   95                           235                           155                                     93
              0.449465                  1.22922                             1.77984                           1.37206                                     0.692964                  173                           296                           205                                     54
              0.556031                  0.922256                            1.84282                           1.22872                                     0.922274                   66                           231                           121                                     66
              0.394513                  1.22943                             1.84312                           1.22908                                     0.921581                  212                           367                           212                                    134
              0.32824                   1.09433                             1.5584                            1.10902                                     0.671293                  233                           375                           238                                    105
              0.296853                  1.2292                              1.84321                           1.22885                                     0.921376                  314                           521                           314                                    210
              0.418491                  1.22917                             1.84307                           1.22884                                     0.921666                  194                           340                           194                                    120
              0.379856                  1.22901                             1.84326                           1.22868                                     0.921918                  224                           385                           223                                    143
              0.427069                  1.22897                             1.63203                           1.04101                                     0.77472                   188                           282                           144                                     81
              0.339446                  1.21076                             1.86087                           1.17781                                     0.972833                  257                           448                           247                                    187
              0.437941                  1.10451                             1.86438                           1.33188                                     0.921484                  152                           326                           204                                    110
              0.439381                  1.22883                             1.84336                           1.23014                                     0.920066                  180                           320                           180                                    109
              0.615942                  1.53581                             1.84346                           1.22871                                     0.921717                  149                           199                            99                                     50
              0.512599                  1.10671                             1.65856                           1.22864                                     0.92162                   116                           224                           140                                     80
              0.394435                  1.22885                             1.5761                            1.18853                                     0.819397                  212                           300                           201                                    108
              0.384328                  1.35031                             1.58487                           1.48724                                     0.921578                  251                           312                           287                                    140
              0.421803                  1.22897                             2.15067                           1.22993                                     0.920237                  191                           410                           192                                    118
              0.398188                  1.22963                             1.84248                           1.22841                                     0.886097                  209                           363                           208                                    123
              0.485048                  1.22916                             1.6259                            1.21137                                     0.848982                  153                           235                           150                                     75
              0.567427                  1.22903                             1.74337                           1.04663                                     0.896936                  117                           207                            84                                     58
              0.43896                   1.22867                             1.8433                            1.05687                                     0.693672                  180                           320                           141                                     58
              0.322542                  1.15457                             1.8429                            1.23026                                     0.920463                  258                           471                           281                                    185
              0.418777                  1.22842                             1.53561                           1.5069                                      0.950607                  193                           267                           260                                    127
              0.444624                  1.22936                             1.84286                           1.22935                                     0.921155                  176                           314                           176                                    107
              0.343507                  1.02941                             1.84313                           1.2288                                      0.922205                  200                           437                           258                                    168
              0.400393                  1.22931                             1.84275                           1.18478                                     0.966021                  207                           360                           196                                    141
              0.401136                  1.22927                             2.14954                           1.22994                                     0.921276                  206                           436                           207                                    130
              0.443398                  0.921311                            1.73306                           1.21223                                     0.741544                  108                           291                           173                                     67
              0.395052                  0.943626                            1.82175                           1.06361                                     0.779117                  139                           361                           169                                     97
              0.430464                  1.28544                             1.55697                           1.15101                                     0.921134                  199                           262                           167                                    114
              0.395925                  1.22928                             1.84298                           1.22901                                     0.921469                  210                           365                           210                                    133
              0.443324                  1.22927                             1.7984                            0.966377                                    0.92217                   177                           306                           118                                    108
              0.439358                  1.22843                             1.84378                           1.2288                                      0.826567                  180                           320                           180                                     88
              0.433691                  1.22871                             1.84345                           1.22859                                     0.921518                  183                           325                           183                                    112
              0.336516                  1.22853                             1.84363                           1.22808                                     0.872217                  265                           448                           265                                    159
              0.316061                  1.1108                              1.53582                           1.22935                                     0.921571                  251                           386                           289                                    192
              0.343778                  1.22873                             1.8436                            1.53532                                     0.691856                  257                           436                           347                                    101
              0.366062                  1.22888                             1.84315                           1.22888                                     0.921158                  236                           404                           236                                    152
              0.434112                  1.05079                             1.71446                           1.05276                                     0.790275                  142                           295                           143                                     82
              0.472539                  1.22972                             2.03238                           1.27283                                     0.687876                  160                           330                           169                                     46
              0.413522                  1.07514                             1.69005                           1.22856                                     0.922038                  160                           309                           197                                    123
              0.431214                  1.22865                             1.84322                           1.20556                                     0.945016                  185                           327                           180                                    119
              0.452918                  0.945757                            1.8181                            1.22894                                     0.642282                  109                           301                           171                                     42
              0.671273                  1.22948                             1.84287                           1.22909                                     0.675635                   83                           175                            83                                      1
              0.376711                  1.22891                             1.8426                            1.04205                                     0.801723                  226                           389                           177                                    113
              0.453274                  0.982118                            1.47599                           1.12051                                     0.722936                  117                           226                           147                                     59
              0.366104                  1.22974                             1.8434                            1.22906                                     0.921355                  236                           404                           236                                    152
              0.426598                  1.22981                             1.8428                            1.22909                                     0.921179                  188                           332                           188                                    116
              0.426635                  0.921102                            1.84347                           1.23052                                     0.69681                   116                           332                           188                                     63
              0.583999                  0.921165                            1.53664                           1.14128                                     0.680481                   58                           163                            95                                     17
              0.352739                  1.33677                             1.84381                           1.22855                                     0.724129                  279                           423                           248                                    105
              0.316352                  1.08133                             1.99065                           1.22911                                     0.921667                  242                           529                           289                                    191
              0.468108                  1.22894                             1.84323                           1.22895                                     0.921591                  163                           294                           163                                     97
              0.405657                  1.22912                             1.53599                           1.22878                                     0.921781                  203                           279                           203                                    127
              0.396091                  1.22832                             1.84351                           1.22825                                     0.922208                  210                           365                           210                                    133
              0.298986                  0.848994                            1.84306                           1.2294                                      0.74305                   184                           516                           311                                    149
              0.335886                  1.22895                             1.53524                           1.53688                                     0.819242                  266                           357                           358                                    144
              0.526481                  1.22931                             1.64604                           1.11829                                     0.921437                  133                           213                           112                                     75
              0.395893                  1.23021                             1.57144                           1.19236                                     0.921973                  211                           297                           201                                    133
              0.297102                  0.934514                            1.63384                           1.24552                                     0.921591                  215                           450                           319                                    210
              0.392587                  0.927252                            1.58241                           1.29596                                     0.839884                  136                           303                           230                                    114
              0.445848                  1.22898                             1.84333                           1.22889                                     0.921495                  176                           313                           176                                    107
              0.343697                  0.921512                            1.53644                           1.22875                                     0.921096                  168                           347                           258                                    168
              0.333436                  1.22958                             1.53538                           1.22997                                     1.22823                   269                           360                           269                                    268
              0.426108                  0.981202                            1.78333                           1.22807                                     0.921821                  130                           319                           188                                    116
              0.399643                  1.27517                             1.53609                           1.01497                                     0.828349                  219                           284                           154                                    107
              0.448306                  1.22867                             1.84333                           1.53941                                     0.918217                  174                           311                           243                                    105
              0.357011                  1.22892                             1.84365                           1.0565                                      0.662501                  244                           416                           196                                     86
              0.533377                  1.22914                             1.84314                           1.22863                                     0.921902                  130                           246                           130                                     73
              0.453465                  1.04951                             1.71498                           1.16556                                     0.984846                  131                           278                           157                                    117
              0.397043                  1.22946                             1.84299                           1.22874                                     0.921461                  210                           364                           209                                    132
              0.448061                  1.22926                             1.84301                           1.22914                                     0.921474                  174                           311                           174                                    106
              0.449646                  1.22954                             1.84284                           1.2292                                      0.921581                  173                           310                           173                                    105
              0.463546                  1.22884                             1.59034                           1.20213                                     0.893878                  165                           243                           159                                     93
              0.412742                  0.955043                            1.81522                           1.22437                                     0.921282                  131                           340                           197                                    123
              0.460274                  1.53614                             1.53639                           1.22839                                     0.713187                  234                           234                           167                                     55
              0.568849                  1.22837                             1.53636                           1.46986                                     0.987611                  116                           170                           158                                     74
              0.437675                  1.22817                             1.53594                           1.02225                                     0.821346                  181                           251                           134                                     88
              0.641069                  1.22877                             1.84307                           1.22864                                     0.921825                   92                           187                            92                                     44
              0.324516                  1.24534                             1.84328                           1.5361                                      0.921766                  284                           468                           373                                    184
              0.361011                  0.921796                            1.85056                           1.06221                                     0.776549                  155                           413                           194                                    115
              0.453137                  0.923388                            1.84168                           1.22863                                     0.702515                  104                           306                           171                                     55
              0.34534                   1.22953                             1.84319                           1.2287                                      0.92228                   256                           434                           256                                    167
              0.435131                  1.22887                             1.84281                           1.22984                                     0.921078                  182                           324                           183                                    112
